	EC number
5164	3.1.3.77
5165	2.6.1.82
5166	1.1.1.290
5167	1.8.1.4
5168	4.1.2.34
5169	1.14.14.117
5170	1.1.1.91
5171	2.4.1.288
5172	4.2.3.107
5173	1.1.1.81
5174	6.2.1.17
5175	3.4.11.5
5176	1.14.14.155
5177	1.14.12.12
5178	3.5.4.12
5179	4.4.1.2
5180	1.11.1.18
5181	6.1.2.2
5182	2.6.1.50
5183	3.3.2.2
5184	1.7.5.1
5185	2.4.1.223
5186	1.14.99.39
5187	1.1.1.80
5188	2.1.1.59
5189	1.13.11.70
5190	2.7.7.42
5191	3.1.4.44
5192	6.5.1.5
5193	1.5.1.27
5194	3.2.1.39
5195	1.2.1.39
5196	2.7.8.29
5197	3.4.11.23
5198	4.1.1.87
5199	2.4.1.18
5200	1.3.1.39
5201	3.1.26.3
5202	2.1.1.218
5203	2.7.7.70
5204	2.4.2.29
5205	2.7.11.16
5206	3.5.3.18
5207	4.2.3.110
5208	5.2.1.8
5209	2.4.99.3
5210	3.6.1.11
5211	4.2.3.42
5212	5.4.1.3
5213	2.7.7.75
5214	5.1.3.5
5215	2.5.1.82
5216	3.1.3.33
5217	3.2.1.133
5218	1.1.1.252
5219	5.4.99.58
5220	1.14.19.11
5221	2.4.2.37
5222	1.14.14.86
5223	4.2.1.116
5224	1.2.7.11
5225	4.2.3.65
5226	2.3.1.21
5227	2.7.11.24
5228	7.4.2.1
5229	3.6.1.27
5230	4.1.99.24
5231	1.1.1.61
5232	2.1.1.212
5233	3.1.3.62
5234	6.3.2.41
5235	7.3.2.2
5236	2.3.1.222
5237	3.4.21.79
5238	1.14.14.53
5239	2.7.1.187
5240	3.4.22.58
5241	1.14.11.57
